FID,OBJECTID,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,Shape_Leng
52996,57946,485933,2013,11,17,2013-11-17,14:42:00,3,IN,18,0,2,0,0,0.0,0.0,40.5515,-85.8383,41.0772,-85.8341,15.76,700,0.525716872
52997,57948,485934,2013,11,17,2013-11-17,14:52:00,3,IN,18,0,2,0,0,0.0,0.0,40.6529,-85.6676,40.6542,-85.666,0.13,700,0.002061554
52998,57949,479312,2013,11,17,2013-11-17,14:54:00,3,IN,18,0,1,0,0,0.0,0.0,41.297,-85.7987,41.3179,-85.7832,1.65,275,0.026020383
52999,57950,480458,2013,11,17,2013-11-17,14:55:00,3,IN,18,0,0,0,0,0.0,0.0,40.509,-85.7249,40.5094,-85.7244,0.04,20,0.000640313
53993,57954,484929,2013,11,17,2013-11-17,15:27:00,3,MI,26,0,0,0,0,0.011,0.0,44.8658,-84.6928,44.8692,-84.6893,0.29,150,0.00487955
53994,57956,479256,2013,11,17,2013-11-17,15:47:00,3,OH,39,0,1,0,0,0.0,0.0,40.9703,-84.4573,40.988,-84.4236,2.14,150,0.03806548
53995,57958,483071,2013,11,17,2013-11-17,15:52:00,3,OH,39,0,2,0,0,0.0,0.0,40.9609,-84.3852,41.0687,-84.2273,11.11,440,0.19118909
53996,57960,486103,2013,11,17,2013-11-17,16:32:00,3,OH,39,0,1,0,0,0.05,0.0,41.19,-83.713,41.1989,-83.6969,1.04,75,0.018396201
53997,57961,486098,2013,11,17,2013-11-17,16:35:00,3,OH,39,0,2,0,0,2.6,0.0,41.539,-83.568,41.659,-83.421,11.28,100,0.189760419
53998,57962,486122,2013,11,17,2013-11-17,16:41:00,3,OH,39,0,1,0,0,0.2,0.0,41.252,-83.5953,41.2613,-83.5732,1.32,100,0.023977078
53999,57963,486100,2013,11,17,2013-11-17,17:00:00,3,OH,39,0,1,0,0,0.05,0.0,41.465,-83.223,41.47,-83.21,0.76,75,0.01392839
18998,57967,481708,2013,11,26,2013-11-26,09:00:00,3,FL,12,0,1,0,0,0.2,0.0,30.0866,-85.1899,30.1268,-85.1746,2.92,50,0.043013148
18999,57968,481709,2013,11,26,2013-11-26,09:13:00,3,FL,12,0,0,0,0,0.0,0.0,30.175,-85.1177,30.2202,-85.0699,4.23,50,0.065786642
21998,57969,480007,2013,11,26,2013-11-26,21:15:00,3,NC,37,0,2,2,0,2.5,0.0,34.697,-76.774,34.702,-76.772,0.36,200,0.005385167
21999,57970,480008,2013,11,26,2013-11-26,21:17:00,3,NC,37,0,1,0,0,4.0,0.0,34.7224,-76.757,34.762,-76.7271,3.22,200,0.04962027
20999,57971,481110,2013,12,14,2013-12-14,18:00:00,3,FL,12,0,1,0,0,5.0,0.0,29.52,-81.31,29.61,-81.19,9.52,150,0.150000041
12998,57974,481172,2013,12,20,2013-12-20,18:33:00,3,AR,5,0,0,0,0,0.1,0.0,34.431,-92.188,34.441,-92.165,1.48,150,0.025079879
13996,57972,483341,2013,12,20,2013-12-20,16:41:00,3,MS,28,0,0,0,0,0.0,0.0,32.16,-90.79,32.1703,-90.8037,0.6,50,0.017140016
13997,57973,483342,2013,12,20,2013-12-20,16:56:00,3,MS,28,0,0,0,0,0.0,0.0,32.2011,-90.7,32.2105,-90.686,0.1,30,0.016862982
10998,57975,481697,2013,12,21,2013-12-21,13:58:00,3,TX,48,0,1,0,0,0.02,0.0,30.7418,-94.4977,30.7452,-94.4835,0.87,25,0.014601373
10999,57976,481698,2013,12,21,2013-12-21,14:22:00,3,TX,48,0,1,0,0,0.075,0.0,30.7867,-94.2042,30.7944,-94.1808,1.48,25,0.024634331
11999,57977,481699,2013,12,21,2013-12-21,14:50:00,3,TX,48,0,1,0,0,0.04,0.0,30.6953,-94.0208,30.6991,-94.0158,0.4,25,0.006280128
12999,57979,483702,2013,12,21,2013-12-21,15:43:00,3,LA,22,0,1,0,0,0.001,0.0,32.6405,-92.377,32.645,-92.3651,0.76,75,0.012722423
13998,57980,483368,2013,12,21,2013-12-21,16:51:00,3,AR,5,0,2,2,0,0.5,0.0,33.53,-91.44,33.8169,-90.7633,49.26,440,0.735006651
13999,57981,484469,2013,12,21,2013-12-21,17:19:00,3,MS,28,0,2,2,1,1.0,0.0,34.149,-90.767,34.21,-90.607,10.07,300,0.171233802
14997,57983,484471,2013,12,21,2013-12-21,17:40:00,3,MS,28,0,1,1,0,0.25,0.0,34.4465,-90.4171,34.4665,-90.3769,2.67,200,0.044900346
14998,57984,485065,2013,12,21,2013-12-21,17:57:00,3,MS,28,0,1,0,0,0.175,0.0,34.519,-90.094,34.57,-90.005,6.17,200,0.102576825
14999,57985,488383,2013,12,21,2013-12-21,18:13:00,3,MS,28,0,0,0,0,0.05,0.0,34.7412,-89.7413,34.7454,-89.7296,0.72,100,0.012431013
24997,57986,481314,2013,12,21,2013-12-21,22:07:00,3,KY,21,0,1,0,0,0.2,0.0,37.3333,-85.396,37.3691,-85.3059,5.53,300,0.096951818
24998,57987,481315,2013,12,21,2013-12-21,22:29:00,3,KY,21,0,1,0,0,0.1,0.0,38.457,-84.3829,38.4797,-84.3252,3.49,110,0.062004694
24999,57988,481316,2013,12,21,2013-12-21,22:41:00,3,KY,21,0,1,0,0,0.15,0.0,38.3,-84.2477,38.3318,-84.15,5.74,1,0.102745005
26999,57982,483158,2013,12,21,2013-12-21,17:31:00,3,KY,21,0,0,0,0,0.002,0.0,36.7343,-88.3178,36.7346,-88.3119,0.33,50,0.005907624
28999,57978,484464,2013,12,21,2013-12-21,15:13:00,3,AR,5,0,2,3,1,0.5,0.0,34.907,-90.559,35.099,-90.415,15.57,300,0.240000051
