FID,OBJECTID,OM,YR,MO,DY,DATE,TIME,TZ,ST,STF,STN,MAG,INJ,FAT,LOSS,CLOSS,SLAT,SLON,ELAT,ELON,LEN,WID,Shape_Leng
42999,57793,475901,2013,8,11,2013-08-11,14:28:00,3,SD,46,0,1,0,0,0.025,0.0,43.9041,-103.591,43.8863,-103.584,1.28,30,0.019126948
41996,57794,460386,2013,8,12,2013-08-12,13:30:00,3,WY,56,0,0,0,0,0.0,0.0,42.5468,-106.769,42.5475,-106.767,0.09,10,0.002118962
21995,57795,473613,2013,8,13,2013-08-13,04:01:00,3,MD,24,0,0,0,0,0.0,0.002,39.516,-76.265,39.509,-76.247,1.0,75,0.019313214
21996,57796,472233,2013,8,13,2013-08-13,08:05:00,3,NJ,34,0,0,0,0,0.25,0.0,39.6849,-74.2688,39.7133,-74.2223,3.16,100,0.054486801
4999,57799,465663,2013,8,14,2013-08-14,21:58:00,3,TX,48,0,0,0,0,0.25,0.0,33.94,-101.9,33.939,-101.9,0.07,25,0.001
38998,57797,475303,2013,8,14,2013-08-14,16:45:00,3,TX,48,0,0,0,0,0.0,0.0,36.34,-101.82,36.34,-101.82,1.0,50,0
38999,57798,475305,2013,8,14,2013-08-14,17:40:00,3,TX,48,0,0,0,0,0.0,0.0,35.95,-101.57,35.95,-101.57,0.11,40,0
3999,57800,473542,2013,8,18,2013-08-18,15:00:00,3,CA,6,0,0,0,0,0.0,0.0,34.7524,-117.323,34.7569,-117.306,1.02,3,0.017585509
17999,57801,468211,2013,8,18,2013-08-18,17:41:00,3,GA,13,0,1,0,0,0.009,0.0,33.4139,-85.2835,33.4179,-85.2785,0.4,15,0.006403126
50998,57802,464245,2013,8,21,2013-08-21,16:24:00,3,WI,55,0,0,0,0,0.025,0.0,44.9712,-91.2342,44.9684,-91.21,1.2,25,0.024361452
55995,57803,466943,2013,8,26,2013-08-26,19:15:00,3,MN,27,0,0,0,0,0.0,0.0,46.46,-95.16,46.46,-95.16,0.1,50,0
53991,57804,473474,2013,8,27,2013-08-27,21:54:00,3,MI,26,0,0,0,0,0.005,0.0,42.7444,-83.984,42.7535,-83.9549,1.6,420,0.030489679
53992,57805,473475,2013,8,27,2013-08-27,22:50:00,3,MI,26,0,0,0,0,0.01,0.0,42.5272,-83.8347,42.4945,-83.7969,2.97,700,0.04998131
55996,57806,474625,2013,8,29,2013-08-29,23:28:00,3,MN,27,0,1,0,0,0.0,0.0,47.079,-93.928,46.973,-93.702,12.93,300,0.24962379
43999,57807,476085,2013,8,30,2013-08-30,15:44:00,3,SD,46,0,0,0,0,0.0,0.0,43.79,-102.96,43.79,-102.96,0.01,10,0
57985,57808,465961,2013,8,30,2013-08-30,18:10:00,3,ND,38,0,0,0,0,0.0,0.0,46.8766,-101.489,46.8715,-101.437,2.49,30,0.052249511
56999,57809,466970,2013,8,31,2013-08-31,15:05:00,3,ND,38,0,0,0,0,0.0,0.0,48.63,-97.62,48.6222,-97.5891,1.0,20,0.031869273
51995,57811,477294,2013,9,1,2013-09-01,17:42:00,3,IL,17,0,0,0,0,0.0,0.0,41.5305,-88.7745,41.507,-88.772,1.63,50,0.023632609
55997,57810,469573,2013,9,1,2013-09-01,16:25:00,3,MA,25,0,0,0,0,0.0,0.0,42.3305,-72.3534,42.3308,-72.3524,0.05,10,0.001044032
40997,57812,478905,2013,9,7,2013-09-07,16:40:00,3,UT,49,0,0,0,0,0.01,0.0,40.3965,-111.763,40.3953,-111.762,0.1,3,0.001562051
40998,57813,468658,2013,9,10,2013-09-10,23:45:00,3,NM,35,0,0,0,0,0.0,0.0,36.8054,-108.669,36.8082,-108.668,0.21,10,0.002973215
55998,57814,475125,2013,9,11,2013-09-11,13:48:00,3,ME,23,0,0,0,0,0.0,0.0,46.473,-68.967,46.472,-68.962,0.25,125,0.005099022
55999,57815,478545,2013,9,11,2013-09-11,14:19:00,3,MN,27,0,0,0,0,0.0,0.0,48.7905,-94.9811,48.7233,-94.8032,9.34,30,0.190169062
23996,57816,473344,2013,9,12,2013-09-12,17:56:00,3,OH,39,0,0,0,0,0.005,0.0,39.9394,-81.594,39.9367,-81.5925,0.2,50,0.00308869
41997,57817,469337,2013,9,15,2013-09-15,17:11:00,3,WY,56,0,0,0,0,0.0,0.0,41.8658,-109.678,41.8658,-109.678,0.05,30,0
998,57818,471045,2013,9,16,2013-09-16,09:10:00,3,FL,12,0,0,0,0,0.001,0.0,26.399,-80.0774,26.3992,-80.0784,0.07,10,0.001019804
41998,57819,478283,2013,9,17,2013-09-17,14:45:00,3,ID,16,0,0,0,0,0.0,0.0,44.1037,-111.757,44.1037,-111.757,0.5,10,0
41999,57820,478282,2013,9,17,2013-09-17,14:47:00,3,ID,16,0,0,0,0,0.0,0.0,44.1423,-112.137,44.1423,-112.137,0.5,10,0
40999,57821,469691,2013,9,18,2013-09-18,13:44:00,3,NM,35,0,0,0,0,0.0,0.0,36.6505,-108.211,36.6521,-108.209,0.15,20,0.00256125
13993,57822,473960,2013,9,20,2013-09-20,18:24:00,3,MS,28,0,0,0,0,0.025,0.0,33.8159,-90.6347,33.8186,-90.6282,0.42,100,0.007038468
13994,57824,473963,2013,9,20,2013-09-20,22:30:00,3,MS,28,0,2,0,0,0.125,0.0,31.398,-91.29,31.409,-91.274,1.21,200,0.019416493
13995,57825,473962,2013,9,20,2013-09-20,22:54:00,3,MS,28,0,1,0,0,0.002,0.0,31.5499,-91.168,31.553,-91.164,0.32,200,0.005060634
14994,57823,473961,2013,9,20,2013-09-20,20:57:00,3,MS,28,0,0,0,0,0.0,0.0,32.0052,-89.6984,32.0449,-89.6694,3.23,50,0.04916392
14995,57826,473967,2013,9,21,2013-09-21,01:53:00,3,MS,28,0,1,0,0,0.07,0.0,32.2,-89.79,32.212,-89.781,0.98,100,0.015000004
14996,57827,473968,2013,9,21,2013-09-21,02:33:00,3,MS,28,0,1,0,0,0.05,0.0,32.1527,-89.4518,32.1592,-89.4419,0.73,50,0.011843143
23997,57828,473054,2013,9,21,2013-09-21,15:58:00,3,NC,37,0,1,0,0,0.085,0.0,36.2626,-80.3776,36.2666,-80.3696,0.53,90,0.008944275
21997,57829,477532,2013,9,22,2013-09-22,02:39:00,3,NC,37,0,0,0,0,0.01,0.0,33.9298,-78.2779,33.9322,-78.2758,0.21,20,0.003189043
57986,57830,473041,2013,9,30,2013-09-30,08:20:00,3,WA,53,0,1,0,0,0.025,0.0,47.0847,-122.361,47.0892,-122.342,1.0,75,0.019525628
999,57831,480399,2013,10,1,2013-10-01,12:43:00,3,PR,72,0,0,0,0,0.01,0.0,18.3349,-67.1876,18.3379,-67.1909,0.3,10,0.004459822
46987,57832,472673,2013,10,3,2013-10-03,21:08:00,3,NE,31,0,2,0,0,0.0,0.0,40.6827,-96.4637,40.7387,-96.3868,15.27,300,0.095129458
46988,57833,472700,2013,10,3,2013-10-03,21:55:00,3,NE,31,0,0,0,0,0.0,0.0,40.7834,-96.2938,40.8222,-96.2257,4.46,100,0.07837763
45997,57834,473022,2013,10,4,2013-10-04,15:32:00,3,NE,31,0,0,0,0,0.0,0.0,41.8682,-97.3351,41.9287,-97.2929,4.71,100,0.073763756
45998,57835,474503,2013,10,4,2013-10-04,15:48:00,3,NE,31,0,2,0,0,0.0,0.0,42.246,-98.092,42.342,-98.096,6.64,264,0.096083312
45999,57837,473017,2013,10,4,2013-10-04,16:20:00,3,NE,31,0,3,0,0,0.0,0.0,42.4339,-97.8817,42.5255,-97.9038,6.43,590,0.094228303
46989,57836,472670,2013,10,4,2013-10-04,16:12:00,3,NE,31,0,4,15,0,0.5,0.0,42.128,-97.077,42.3592,-96.8886,18.34,2429,0.298241563
46990,57838,472671,2013,10,4,2013-10-04,16:55:00,3,NE,31,0,2,2,0,0.4,0.0,42.0805,-96.3861,42.4134,-96.1982,26.56,264,0.382268055
46991,57839,476179,2013,10,4,2013-10-04,16:59:00,3,NE,31,0,0,0,0,0.0,0.0,42.3634,-96.8703,42.3707,-96.8627,0.64,50,0.010538029
46992,57840,493425,2013,10,4,2013-10-04,16:59:00,3,NE,31,0,0,0,0,0.0,0.0,42.3941,-96.7337,42.4023,-96.7263,0.68,50,0.011045362
46993,57841,476181,2013,10,4,2013-10-04,17:17:00,3,IA,19,0,1,0,0,0.02,0.0,42.2206,-96.2633,42.2359,-96.2537,1.17,100,0.018062395
46994,57842,475785,2013,10,4,2013-10-04,17:25:00,3,NE,31,0,1,0,0,0.25,0.0,42.4918,-96.59,42.5672,-96.5359,5.89,400,0.092800716
46995,57843,476100,2013,10,4,2013-10-04,17:35:00,3,IA,19,0,4,0,0,2.01,0.0,42.3319,-96.1086,42.5818,-95.7623,24.7,2600,0.427052425
46996,57844,475778,2013,10,4,2013-10-04,17:35:00,3,SD,46,0,1,0,0,0.2,0.0,42.57,-96.5562,42.656,-96.506,6.47,800,0.09957933
46997,57845,476081,2013,10,4,2013-10-04,17:50:00,3,IA,19,0,1,0,0,0.0,0.0,42.6758,-96.4453,42.6884,-96.4316,1.11,100,0.018613172
46998,57846,476083,2013,10,4,2013-10-04,17:55:00,3,IA,19,0,0,0,0,0.0,0.0,42.7464,-96.3815,42.7605,-96.3652,1.28,50,0.021552266
47995,57847,476157,2013,10,4,2013-10-04,18:41:00,3,IA,19,0,0,0,0,0.0,0.0,42.6879,-95.622,42.6953,-95.618,0.55,50,0.008411897
47996,57848,476158,2013,10,4,2013-10-04,18:46:00,3,IA,19,0,0,0,0,0.0,0.0,42.7167,-95.5901,42.7217,-95.5861,0.4,50,0.006403125
47997,57849,476159,2013,10,4,2013-10-04,19:18:00,3,IA,19,0,0,0,0,0.0,0.0,42.836,-95.3967,42.84,-95.3927,0.34,50,0.005656856
47998,57850,476160,2013,10,4,2013-10-04,19:33:00,3,IA,19,0,1,0,0,1.2,0.0,42.6032,-95.3649,42.6644,-95.2973,5.45,200,0.091187735
47999,57851,476161,2013,10,4,2013-10-04,19:47:00,3,IA,19,0,0,0,0,0.0,0.0,42.978,-95.0574,42.985,-95.0472,0.71,100,0.012370936
27979,57853,480244,2013,10,5,2013-10-05,17:52:00,3,TN,47,0,0,0,0,0.0,0.0,36.2344,-89.2485,36.2365,-89.2464,0.18,25,0.002969849
51996,57852,472741,2013,10,5,2013-10-05,17:23:00,3,WI,55,0,0,0,0,0.05,0.005,43.7,-89.477,43.7257,-89.4765,1.78,50,0.025704867
54999,57854,480928,2013,10,7,2013-10-07,13:16:00,3,NJ,34,0,1,0,0,0.03,0.0,40.9317,-74.0926,40.9459,-74.0779,1.25,100,0.02043845
1999,57855,475352,2013,10,8,2013-10-08,13:24:00,3,FL,12,0,0,0,0,0.0,0.0,27.8309,-82.5168,27.8311,-82.5156,0.25,30,0.001216553
46999,57856,481630,2013,10,11,2013-10-11,16:25:00,3,MN,27,0,1,0,0,0.0,0.0,45.8177,-96.2716,45.8236,-96.2743,0.43,70,0.006488453
8999,57857,476530,2013,10,12,2013-10-12,13:35:00,3,TX,48,0,0,0,0,0.0,0.0,33.359,-97.0985,33.359,-97.0985,0.01,20,0
2998,57858,481962,2013,10,18,2013-10-18,17:51:00,3,TX,48,0,0,0,0,0.0,0.0,27.54,-97.77,27.5412,-97.7671,0.2,25,0.003138471
2999,57859,481992,2013,10,21,2013-10-21,16:08:00,3,TX,48,0,0,0,0,0.0,0.0,27.4276,-97.8,27.4272,-97.797,0.18,25,0.00302655
11992,57860,480242,2013,10,31,2013-10-31,06:00:00,3,TX,48,0,1,0,0,0.05,0.0,30.8447,-93.9826,30.861,-93.973,1.26,50,0.018916927
11993,57861,480241,2013,10,31,2013-10-31,08:39:00,3,TX,48,0,1,0,0,0.1,0.0,30.039,-93.871,30.073,-93.7799,5.93,200,0.097237928
11994,57862,480243,2013,10,31,2013-10-31,08:46:00,3,LA,22,0,1,0,0,0.03,0.0,30.343,-93.442,30.379,-93.3301,7.12,150,0.117548361
11995,57863,480339,2013,10,31,2013-10-31,09:00:00,3,LA,22,0,0,0,0,0.0,0.0,30.4829,-93.2413,30.491,-93.2008,2.48,75,0.041302069
11996,57864,480352,2013,10,31,2013-10-31,09:00:00,3,LA,22,0,1,0,0,0.4,0.0,30.4171,-93.2437,30.4924,-93.1442,7.89,150,0.124781198
11997,57865,480354,2013,10,31,2013-10-31,09:14:00,3,LA,22,0,0,0,0,0.0,0.0,30.515,-93.0837,30.5229,-93.0734,0.82,75,0.012980758
11998,57866,480325,2013,10,31,2013-10-31,09:30:00,3,LA,22,0,0,0,0,0.01,0.0,30.1595,-93.2959,30.1615,-93.2727,1.39,30,0.023286053
12996,57867,480357,2013,10,31,2013-10-31,10:21:00,3,LA,22,0,0,0,0,0.003,0.0,30.751,-92.4289,30.752,-92.4208,0.49,75,0.008161497
12997,57868,480359,2013,10,31,2013-10-31,10:41:00,3,LA,22,0,0,0,0,0.001,0.0,30.2833,-92.5934,30.2863,-92.5857,0.5,70,0.008263779
23998,57890,477819,2013,10,31,2013-10-31,22:40:00,3,OH,39,0,0,0,0,0.3,0.0,39.8778,-82.9965,39.8774,-82.9915,0.27,50,0.005015975
23999,57891,483178,2013,10,31,2013-10-31,23:07:00,3,TX,39,0,0,0,0,0.1,0.0,39.9706,-82.529,39.9721,-82.5273,0.14,50,0.002267158
24995,57888,477818,2013,10,31,2013-10-31,21:30:00,3,OH,39,0,1,8,0,2.0,0.0,39.8929,-84.1861,39.8939,-84.1752,0.58,50,0.010945779
24996,57889,477720,2013,10,31,2013-10-31,21:38:00,3,OH,39,0,0,0,0,0.07,0.0,40.1818,-84.0324,40.183,-84.027,0.3,30,0.005531728
26979,57887,477114,2013,10,31,2013-10-31,20:03:00,3,KY,21,0,0,0,0,0.035,0.0,37.0026,-88.3491,37.007,-88.342,0.5,50,0.008352847
27980,57875,477100,2013,10,31,2013-10-31,18:20:00,3,IL,17,0,0,0,0,0.1,0.0,37.2956,-89.5108,37.2953,-89.4883,1.24,200,0.022502006
27981,57877,480652,2013,10,31,2013-10-31,18:35:00,3,IL,17,0,1,0,0,0.02,0.0,37.3168,-89.27,37.3301,-89.1528,6.51,50,0.117952269
27982,57879,477070,2013,10,31,2013-10-31,18:40:00,3,MO,29,0,1,0,0,0.175,0.0,36.8079,-89.6258,36.8296,-89.5791,2.99,50,0.051495448
27983,57880,477105,2013,10,31,2013-10-31,18:51:00,3,IL,17,0,1,0,0,0.11,0.0,37.6055,-88.83,37.62,-88.6469,9.9,175,0.183673294
27984,57881,480659,2013,10,31,2013-10-31,18:56:00,3,IL,17,0,1,0,0,0.03,0.0,37.3321,-88.9701,37.3363,-88.9585,0.7,50,0.012336939
27985,57882,477110,2013,10,31,2013-10-31,19:25:00,3,KY,21,0,1,0,0,0.203,0.0,36.9038,-88.8899,36.9725,-88.7683,8.26,200,0.139664811
27986,57883,477112,2013,10,31,2013-10-31,19:30:00,3,KY,21,0,0,0,0,0.015,0.0,36.9605,-88.9358,36.9627,-88.933,0.22,70,0.003560899
27987,57884,477113,2013,10,31,2013-10-31,19:39:00,3,KY,21,0,1,0,0,0.1,0.0,36.9447,-88.7089,36.9594,-88.6747,2.15,225,0.037225404
27988,57885,477072,2013,10,31,2013-10-31,19:48:00,3,KY,21,0,0,0,0,0.015,0.0,36.9773,-88.5156,36.9785,-88.4978,0.98,40,0.017840409
27989,57886,477075,2013,10,31,2013-10-31,19:50:00,3,KY,21,0,1,0,0,0.035,0.0,37.0251,-88.543,37.024,-88.5349,0.45,40,0.008174353
28989,57869,477077,2013,10,31,2013-10-31,17:11:00,3,MO,29,0,1,0,0,0.1,0.0,36.5862,-90.7416,36.5744,-90.6681,4.16,150,0.074441205
28990,57870,477087,2013,10,31,2013-10-31,17:30:00,3,MO,29,0,1,0,0,0.08,0.0,36.6338,-90.47,36.6351,-90.4664,0.22,50,0.003827532
28991,57871,477089,2013,10,31,2013-10-31,17:48:00,3,MO,29,0,1,0,0,0.1,0.0,36.6954,-90.2691,36.7363,-90.1798,5.7,75,0.098220696
28992,57872,477076,2013,10,31,2013-10-31,17:54:00,3,MO,29,0,1,0,0,0.07,0.0,37.25,-89.9482,37.25,-89.9209,1.5,200,0.027300007
28993,57873,477093,2013,10,31,2013-10-31,18:02:00,3,MO,29,0,1,0,0,0.075,0.0,36.7312,-90.0338,36.7637,-89.7797,14.25,100,0.256170052
28994,57874,477098,2013,10,31,2013-10-31,18:05:00,3,MO,29,0,1,0,0,0.13,0.0,37.2807,-89.7086,37.2756,-89.6379,3.9,150,0.070883727
28995,57876,477104,2013,10,31,2013-10-31,18:24:00,3,MO,29,0,2,0,0,0.8,0.0,36.7332,-89.85,36.7466,-89.8194,1.93,100,0.033405397
28996,57878,480246,2013,10,31,2013-10-31,18:37:00,3,AR,5,0,1,0,0,0.5,0.0,35.7476,-90.3763,35.7617,-90.3128,3.69,300,0.065046615
57987,57892,483062,2013,11,4,2013-11-04,08:42:00,3,MT,30,0,0,0,0,0.0,0.0,47.971,-114.072,47.978,-114.06,0.75,200,0.013892446
25989,57932,482737,2013,11,17,2013-11-17,13:56:00,3,IN,18,0,1,0,0,0.01,0.0,40.2874,-86.8107,40.3159,-86.7711,2.87,35,0.048789457
25990,57937,485095,2013,11,17,2013-11-17,14:13:00,3,IN,18,0,2,0,0,0.36,0.0,40.3263,-86.3946,40.5146,-85.979,25.44,150,0.456267859
25991,57941,482768,2013,11,17,2013-11-17,14:29:00,3,IN,18,0,2,5,0,0.075,0.0,40.4639,-86.1266,40.4662,-86.118,0.48,75,0.008902249
25992,57943,482729,2013,11,17,2013-11-17,14:36:00,3,IN,18,0,2,2,0,0.2,0.0,40.0176,-86.534,40.0356,-86.4687,3.67,75,0.067735459
25993,57947,482730,2013,11,17,2013-11-17,14:46:00,3,IN,18,0,1,0,0,0.01,0.0,40.0769,-86.3762,40.1014,-86.3157,3.62,33,0.065272524
25994,57951,482728,2013,11,17,2013-11-17,14:57:00,3,IN,18,0,1,0,0,0.07,0.0,38.8741,-86.5057,38.8785,-86.4827,1.27,50,0.023417095
25995,57952,482833,2013,11,17,2013-11-17,15:05:00,3,IN,18,0,1,0,0,0.045,0.0,40.211,-86.0327,40.222,-85.9997,1.9,125,0.034785065
25996,57959,478227,2013,11,17,2013-11-17,16:10:00,3,KY,21,0,1,1,0,0.25,0.0,37.1646,-86.9048,37.163,-86.8056,5.46,200,0.09921293
25997,57964,484142,2013,11,17,2013-11-17,18:31:00,3,TN,47,0,1,0,0,0.2,0.01,36.5862,-86.6901,36.584,-86.6727,0.97,100,0.017538534
25998,57965,484143,2013,11,17,2013-11-17,18:42:00,3,TN,47,0,0,0,0,0.2,0.0,36.5875,-86.522,36.5871,-86.5158,0.35,50,0.006212892
25999,57966,477815,2013,11,17,2013-11-17,21:37:00,3,TN,47,0,0,0,0,0.0,0.0,35.222,-86.6418,35.2218,-86.6318,0.57,25,0.010002002
26980,57903,483783,2013,11,17,2013-11-17,12:25:00,3,IL,17,0,1,0,0,0.25,0.0,38.8547,-88.0877,38.8679,-88.0244,3.53,100,0.064661677
26981,57907,483864,2013,11,17,2013-11-17,12:44:00,3,IL,17,0,3,0,0,2.0,0.0,39.8413,-88.3291,39.9474,-88.0044,18.74,440,0.34159532
26982,57908,483893,2013,11,17,2013-11-17,12:45:00,3,IL,17,0,3,6,0,62.5,0.0,40.2351,-88.1663,40.4999,-87.7227,29.83,880,0.51662378
26983,57909,483895,2013,11,17,2013-11-17,12:46:00,3,IL,17,0,1,0,0,0.22,0.0,39.8326,-88.2655,39.8726,-88.1983,4.51,440,0.078203856
26984,57911,483896,2013,11,17,2013-11-17,13:03:00,3,IL,17,0,2,1,0,9.5,0.0,39.9445,-87.9026,40.0967,-87.5882,19.68,440,0.349302537
26985,57916,485057,2013,11,17,2013-11-17,13:22:00,3,IN,18,0,2,0,0,0.315,0.0,40.1017,-87.5307,40.1453,-87.4356,5.94,150,0.104618239
26986,57918,482620,2013,11,17,2013-11-17,13:29:00,3,IL,17,0,2,0,0,0.21,0.0,38.425,-88.1666,38.4486,-88.0245,7.86,300,0.144046457
26987,57919,485110,2013,11,17,2013-11-17,13:32:00,3,IN,18,0,2,0,0,0.186,0.0,40.1163,-87.2456,40.2333,-87.0595,12.73,75,0.219823187
26988,57920,482623,2013,11,17,2013-11-17,13:33:00,3,IL,17,0,2,0,0,0.15,0.0,38.419,-88.1483,38.4361,-88.0749,4.14,100,0.075365597
26989,57922,482625,2013,11,17,2013-11-17,13:44:00,3,IL,17,0,2,1,0,0.25,0.0,38.4892,-87.9229,38.5007,-87.7333,10.28,225,0.189948494
26990,57924,482731,2013,11,17,2013-11-17,13:47:00,3,IN,18,0,1,0,0,0.03,0.0,40.1713,-86.9572,40.1857,-86.9292,1.78,40,0.031485879
26991,57927,482755,2013,11,17,2013-11-17,13:51:00,3,IN,18,0,0,0,0,0.021,0.0,40.3012,-86.9224,40.3033,-86.9186,0.25,50,0.004341661
26992,57928,482746,2013,11,17,2013-11-17,13:52:00,3,IN,18,0,2,0,0,0.125,0.0,40.3013,-86.9467,40.319,-86.8926,3.1,75,0.056921891
26993,57933,482009,2013,11,17,2013-11-17,13:56:00,3,IN,18,0,2,1,0,0.075,0.0,38.5374,-87.6121,38.5798,-87.4583,8.81,100,0.1595375
26994,57939,482727,2013,11,17,2013-11-17,14:20:00,3,IN,18,0,2,0,0,0.1,0.0,38.642,-87.2224,38.6546,-87.173,2.8,125,0.050981579
26995,57945,480965,2013,11,17,2013-11-17,14:41:00,3,KY,21,0,3,0,0,0.75,0.0,37.7006,-87.9403,37.7439,-87.6878,14.12,200,0.256185825
26996,57953,480968,2013,11,17,2013-11-17,15:18:00,3,KY,21,0,1,0,0,0.2,0.0,37.1507,-87.9085,37.1302,-87.8572,3.16,200,0.055244382
26997,57955,480994,2013,11,17,2013-11-17,15:32:00,3,KY,21,0,3,1,0,0.7,0.0,37.1533,-87.4898,37.1705,-87.3419,8.23,200,0.148896818
26998,57957,480995,2013,11,17,2013-11-17,15:50:00,3,KY,21,0,1,0,0,0.1,0.0,37.1588,-87.2682,37.1556,-87.2533,0.85,80,0.015239755
27990,57897,482458,2013,11,17,2013-11-17,11:47:00,3,IL,17,0,1,0,0,0.0,0.0,38.7099,-89.5175,38.7121,-89.5113,0.37,50,0.006578755
27991,57898,482450,2013,11,17,2013-11-17,12:04:00,3,IL,17,0,4,2,2,0.0,0.0,38.42,-89.45,38.48,-89.27,10.59,200,0.18973671
27992,57899,482451,2013,11,17,2013-11-17,12:13:00,3,IL,17,0,1,0,0,0.0,0.0,38.48,-89.245,38.512,-89.167,4.76,100,0.084308976
27993,57900,483782,2013,11,17,2013-11-17,12:15:00,3,IL,17,0,1,0,0,0.3,0.0,39.3968,-89.0791,39.4314,-89.0641,2.52,100,0.037711544
27994,57902,482459,2013,11,17,2013-11-17,12:22:00,3,IL,17,0,2,0,0,0.4,0.0,38.9965,-88.929,39.1023,-88.7661,11.4,200,0.194242291
27995,57905,483785,2013,11,17,2013-11-17,12:30:00,3,IL,17,0,1,0,0,1.685,0.0,39.7499,-88.5981,39.7991,-88.4102,10.54,440,0.194234576
27996,57912,482624,2013,11,17,2013-11-17,13:05:00,3,IL,17,0,1,0,0,0.003,0.0,38.2779,-88.7577,38.2784,-88.755,0.15,25,0.002745907
27997,57913,480997,2013,11,17,2013-11-17,13:07:00,3,MO,29,0,3,0,0,1.0,0.0,37.0209,-89.7338,37.0327,-89.4759,14.25,600,0.25816988
27998,57914,482626,2013,11,17,2013-11-17,13:08:00,3,IL,17,0,2,0,0,0.15,0.0,38.37,-88.53,38.3902,-88.3569,9.48,150,0.174274689
27999,57935,480993,2013,11,17,2013-11-17,14:05:00,3,KY,21,0,3,34,3,6.76,0.0,37.098,-88.8781,37.1205,-88.1092,42.5,500,0.769229351
28997,57895,482454,2013,11,17,2013-11-17,11:30:00,3,IL,17,0,0,0,0,0.0,0.0,39.2346,-89.7255,39.2794,-89.6787,3.98,50,0.064786432
28998,57904,480996,2013,11,17,2013-11-17,12:26:00,3,MO,29,0,0,0,0,0.001,0.0,37.6095,-89.6558,37.6106,-89.6546,0.1,50,0.001627883
50999,57893,483766,2013,11,17,2013-11-17,10:52:00,3,IL,17,0,2,10,0,45.0,0.0,40.5756,-89.6569,40.5922,-89.6198,2.26,100,0.040644444
51997,57894,483775,2013,11,17,2013-11-17,10:59:00,3,IL,17,0,4,125,3,935.225,0.0,40.622,-89.5678,41.0063,-88.8439,46.36,880,0.81958406
51998,57896,484026,2013,11,17,2013-11-17,11:43:00,3,IL,17,0,0,0,0,0.0,0.0,40.9587,-88.9251,40.98,-88.884,2.6,50,0.046291479
51999,57901,484027,2013,11,17,2013-11-17,12:22:00,3,IL,17,0,2,5,0,12.75,0.0,41.2372,-88.3033,41.3542,-88.133,12.02,200,0.206618271
52979,57906,484032,2013,11,17,2013-11-17,12:42:00,3,IL,17,0,2,0,0,0.75,0.0,41.4093,-87.9312,41.4692,-87.8701,5.21,200,0.085564146
52980,57910,484033,2013,11,17,2013-11-17,13:00:00,3,IL,17,0,1,0,0,0.1,0.0,41.2973,-87.5461,41.3068,-87.535,0.16,150,0.014610274
52981,57915,484068,2013,11,17,2013-11-17,13:19:00,3,IL,17,0,0,0,0,0.02,0.0,40.5168,-87.6733,40.5805,-87.6171,4.52,75,0.084947826
52982,57917,484074,2013,11,17,2013-11-17,13:27:00,3,IN,18,0,1,0,0,0.325,0.0,40.7616,-87.2974,40.8166,-87.2208,5.52,100,0.094300393
52983,57921,484082,2013,11,17,2013-11-17,13:40:00,3,IN,18,0,2,0,0,0.05,0.0,40.5557,-87.1475,40.6089,-86.93,11.99,1200,0.223911853
52984,57923,485895,2013,11,17,2013-11-17,13:47:00,3,IN,18,0,1,0,0,0.018,0.0,40.4971,-87.0778,40.5265,-87.0148,3.89,50,0.069522387
52985,57925,484084,2013,11,17,2013-11-17,13:50:00,3,IN,18,0,1,0,0,0.15,0.0,40.9727,-87.1152,41.0574,-86.954,10.24,100,0.18209763
52986,57926,483207,2013,11,17,2013-11-17,13:51:00,3,IN,18,0,0,0,0,0.0,0.0,40.6918,-86.8785,40.6672,-86.9507,4.15,300,0.076275837
52987,57929,485133,2013,11,17,2013-11-17,13:52:00,3,IN,18,0,2,0,0,0.0,0.0,40.5689,-87.0955,40.6108,-86.9285,9.23,900,0.172176148
52988,57930,485368,2013,11,17,2013-11-17,13:54:00,3,IN,18,0,3,0,0,0.785,0.0,40.3462,-86.8342,40.6257,-86.2153,37.91,100,0.679085932
52989,57931,478639,2013,11,17,2013-11-17,13:55:00,3,MI,26,0,0,0,0,0.1,0.0,43.26,-85.87,43.6502,-85.3136,36.99,95,0.679586063
52990,57934,480468,2013,11,17,2013-11-17,14:03:00,3,IN,18,0,0,0,0,0.0,0.0,41.0765,-86.8936,41.1718,-86.6742,13.18,100,0.239203845
52991,57936,479369,2013,11,17,2013-11-17,14:07:00,3,IN,18,0,1,0,0,0.0,0.0,40.8227,-86.5949,40.8141,-86.6054,0.81,150,0.013572401
52992,57938,479457,2013,11,17,2013-11-17,14:20:00,3,IN,18,0,0,0,0,0.0,0.0,40.7276,-86.3914,40.7395,-86.3765,1.13,150,0.019068826
52993,57940,479234,2013,11,17,2013-11-17,14:27:00,3,MI,26,0,1,0,0,0.0,0.0,41.895,-86.0079,41.8986,-86.0024,0.38,50,0.006573432
52994,57942,485056,2013,11,17,2013-11-17,14:30:00,3,IN,18,0,1,0,0,0.0,0.0,40.6904,-86.1211,40.7021,-86.0721,2.87,250,0.05037749
52995,57944,479364,2013,11,17,2013-11-17,14:38:00,3,IN,18,0,1,0,0,0.0,0.0,41.1731,-85.9864,41.185,-85.9738,1.05,250,0.017331189
